Bet #	Date	Bookmaker	Bet Type	League	Home Team	Away Team	Bet Placed	Odds	Stake	Live Bet?	Win	Bonus Bet?		 At Risk 	 Normalized Result 	Odds Probability	 Potential Payout 	 Potential Gain 	 Bet Result 		Notes
137	3/16/2023	DraftKings	3 Leg Parlay	NCAAM			See Below	452	$10.00	No	No	No		 $ 10.00 	-0.35	18%	 $ 55.20 	 $ 45.20 	 $ -   	 $ (10.00)	
	3/16/2023	DraftKings	     Leg	NCAAM	Boise St	Northwestern	Boise St ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/16/2023	DraftKings	     Leg	NCAAM	Texas AM	Penn State	Texas AM ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/16/2023	DraftKings	     Leg	NCAAM	Duke	Oral Roberts	Duke ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
138	3/16/2023	DraftKings	Winner (ML)	NCAAM	Texas AM	Penn State	Texas AM ML	255	$10.00	Yes	No	Yes		 $ 10.00 	-0.54	28%	 $ 35.50 	 $ 25.50 	 $ -   	 $ -   	Bonus Bet
139	3/16/2023	DraftKings	Over / Under	NCAAM	Texas AM	Penn State	Texas AM over 131	-120	$10.00	Yes	Yes	No		 $ 10.00 	0.96	55%	 $ 18.33 	 $ 8.33 	 $ 18.33 	 $ 8.33 	
140	3/17/2023	DraftKings	Prop	NCAAM	Purdue	Farleigh	Purdue to score	100	$50.00	No	Yes	No		 $ 50.00 	1.05	50%	 $ 100.00 	 $ 50.00 	 $ 100.00 	 $ 50.00 	
141	3/17/2023	DraftKings	Prop	NCAAM	Purdue	Farleigh	Purdue to score	100	$50.00	No	Yes	No		 $ 50.00 	1.05	50%	 $ 100.00 	 $ 50.00 	 $ 100.00 	 $ 50.00 	
142	3/17/2023	FanDuel	Prop	NCAAM	UCONN	Iona	UCONN to Score	100	$50.00	No	Yes	No		 $ 50.00 	1.05	50%	 $ 100.00 	 $ 50.00 	 $ 100.00 	 $ 50.00 	
143	3/17/2023	FanDuel	Prop	NCAAM	UCONN	Iona	UCONN to Score	100	$50.00	No	Yes	No		 $ 50.00 	1.05	50%	 $ 100.00 	 $ 50.00 	 $ 100.00 	 $ 50.00 	
144	3/17/2023	FanDuel	Spread	NCAAM	Xavier	Kennesaw St	Xavier -1.5	-118	$200.00	Yes	Yes	Yes		 $ 200.00 	0.97	54%	 $ 369.49 	 $ 169.49 	 $ 369.49 	 $ 169.49 	Need to subtract 200 since bonus bet
145	3/17/2023	Barstool	Over / Under	NCAAM	Indiana	Kent State	Indiana under 75.5	-115	$20.00	Yes	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
146	3/17/2023	Barstool	Winner (ML)	NCAAM	Miami FL	Drake	Miami FL ML	106	$25.00	Yes	Yes	No		 $ 25.00 	1.08	49%	 $ 51.50 	 $ 26.50 	 $ 51.50 	 $ 26.50 	
147	3/17/2023	Barstool	Winner (ML)	NCAAM	Miami FL	Drake	Miami FL ML	175	$10.00	Yes	Yes	No		 $ 10.00 	1.44	36%	 $ 27.50 	 $ 17.50 	 $ 27.50 	 $ 17.50 	
148	3/18/2023	FanDuel	Winner (ML)	NCAAM	Duke	Tennessee	Duke ML	142	$100.00	Yes	No	Yes		 $ 100.00 	-0.79	41%	 $ 242.00 	 $ 142.00 	 $ -   	 $ -   	
149	3/18/2023	DraftKings	Over / Under	NCAAM	Princeton	Missouri	Over 129	-115	$20.00	Yes	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
150	3/18/2023	DraftKings	Over / Under	NCAAM	Houston	Auburn	Over 142.5	110	$20.00	Yes	Yes	No		 $ 20.00 	1.10	48%	 $ 42.00 	 $ 22.00 	 $ 42.00 	 $ 22.00 	
151	3/18/2023	DraftKings	Over / Under	NCAAM	UCLA	Northwestern	1H over 34.5	110	$20.00	Yes	Yes	No		 $ 20.00 	1.10	48%	 $ 42.00 	 $ 22.00 	 $ 42.00 	 $ 22.00 	
152	3/18/2023	DraftKings	Over / Under	NCAAM	UCLA	Northwestern	Over 128.5	-125.5	$20.00	Yes	Yes	No		 $ 20.00 	0.94	56%	 $ 35.94 	 $ 15.94 	 $ 35.94 	 $ 15.94 	
153	3/18/2023	DraftKings	Over / Under	NCAAM	Alabama	Maryland	Over 124.5	-105	$20.00	Yes	No	No		 $ 20.00 	-0.98	51%	 $ 39.05 	 $ 19.05 	 $ -   	 $ (20.00)	
154	3/19/2023	DraftKings	Over / Under	NCAAM	Pittsburgh	Xavier	Xavier over 82.5	-130	$15.00	Yes	Yes	No		 $ 15.00 	0.93	57%	 $ 26.54 	 $ 11.54 	 $ 26.54 	 $ 11.54 	
155	3/19/2023	DraftKings	3 Leg Parlay	NCAAM			See Below	322	$20.00	No	No	No		 $ 20.00 	-0.45	24%	 $ 84.40 	 $ 64.40 	 $ -   	 $ (20.00)	
	3/19/2023	DraftKings	     Leg	NCAAM	Pittsburgh	Xavier	Xavier ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/19/2023	DraftKings	     Leg	NCAAM	Marquette	Mich State	Marquette ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/19/2023	DraftKings	     Leg	NCAAM	UCONN	St Marys	UCONN ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
156	3/19/2023	DraftKings	3 Leg Parlay	NCAAM			See Below	353	$10.00	No	No	No		 $ 10.00 	-0.42	22%	 $ 45.30 	 $ 35.30 	 $ -   	 $ (10.00)	
	3/19/2023	DraftKings	     Leg	NCAAM	Marquette	Mich State	Marquette ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/19/2023	DraftKings	     Leg	NCAAM	UCONN	St Marys	UCONN ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/19/2023	DraftKings	     Leg	NCAAM	Gonzaga	TCU	Gonzaga ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
157	3/19/2023	DraftKings	Spread	NCAAM	Farleigh Dickinson	FAU	FDU +15.5	120	$20.00	No	Yes	No		 $ 20.00 	1.15	45%	 $ 44.00 	 $ 24.00 	 $ 44.00 	 $ 24.00 	
158	3/19/2023	DraftKings	2 Leg Parlay	NCAAM			See Below	171	$20.00	No	No	No		 $ 20.00 	-0.70	37%	 $ 54.20 	 $ 34.20 	 $ -   	 $ (20.00)	
	3/19/2023	DraftKings	     Leg	NCAAM	Marquette	Mich St	Marquette -2.5			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/19/2023	DraftKings	     Leg	NCAAM	Marquette	Mich St	Marquette over 70.5			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
159	3/19/2023	Barstool	Winner (ML)	NCAAM	Kentucky	Kansas State	Kentucky ML	-127	$20.00	Yes	No	No		 $ 20.00 	-1.07	56%	 $ 35.75 	 $ 15.75 	 $ -   	 $ (20.00)	
160	3/19/2023	FanDuel	Winner (ML)	NCAAM	Marquette	Mich St	Marquette ML	130	$10.00	Yes	No	Yes		 $ 10.00 	-0.83	43%	 $ 23.00 	 $ 13.00 	 $ -   	 $ -   	
161	3/19/2023	FanDuel	Winner (ML)	NCAAM	Gonzaga	TCU	Gonzaga ML	100	$20.00	Yes	Yes	Yes		 $ 20.00 	1.05	50%	 $ 40.00 	 $ 20.00 	 $ 40.00 	 $ 20.00 	
162	3/23/2023	DraftKings	Winner (ML)	NCAAM	Kansas St	Michigan St	Kansas St ML	127	$20.00	No	Yes	No		 $ 20.00 	1.19	44%	 $ 45.40 	 $ 25.40 	 $ 45.40 	 $ 25.40 	
163	3/23/2023	DraftKings	Winner (ML)	NCAAM	Tennessee	FAU	Tennessee ML	130	$10.00	Yes	No	No		 $ 10.00 	-0.83	43%	 $ 23.00 	 $ 13.00 	 $ -   	 $ (10.00)	
164	3/23/2023	FanDuel	Winner (ML)	NCAAM	Tennessee	FAU	Tennessee ML	670	$5.00	Yes	No	Yes		 $ 5.00 	-0.25	13%	 $ 38.50 	 $ 33.50 	 $ -   	 $ -   	
165	3/23/2023	FanDuel	Winner (ML)	NCAAM	UCLA	Gonzaga	UCLA ML	205	$20.00	Yes	No	Yes		 $ 20.00 	-0.63	33%	 $ 61.00 	 $ 41.00 	 $ -   	 $ -   	
166	3/24/2023	DraftKings	Spread	NCAAW	Miami FL	Villanova	Miami FL -3.5	-115	$20.00	No	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
167	3/24/2023	FanDuel	Over / Under	NCAAM	Miami FL 	Houston	Under 147.5	-113	$20.00	No	No	Yes		 $ 20.00 	-1.01	53%	 $ 37.70 	 $ 17.70 	 $ -   	 $ -   	
168	3/24/2023	FanDuel	Winner (ML)	NCAAM	Xavier	Texas	Xavier ML	150	$10.00	No	No	Yes		 $ 10.00 	-0.76	40%	 $ 25.00 	 $ 15.00 	 $ -   	 $ -   	
169	3/24/2023	FanDuel	Prop	NCAAM	Xavier	Texas	Jack Nunge over 7.5 rebounds	-128	$15.00	No	Yes	Yes		 $ 15.00 	0.93	56%	 $ 26.72 	 $ 11.72 	 $ 26.72 	 $ 11.72 	
170	3/24/2023	DraftKings	2 Leg Parlay	NCAAM			See Below	259	$15.00	No	No	No		 $ 15.00 	-0.53	28%	 $ 53.85 	 $ 38.85 	 $ -   	 $ (15.00)	
	3/24/2023	DraftKings	     Leg	NCAAM	Xavier	Texas	Xavier ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	3/24/2023	DraftKings	     Leg	NCAAM	Creighton	Princeton	Creighton ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
171	3/24/2023	FanDuel	Over / Under	NCAAM	Xavier	Texas	Xavier over 72.5	-110	$10.00	No	No	Yes		 $ 10.00 	-1.00	52%	 $ 19.09 	 $ 9.09 	 $ -   	 $ -   	
172	3/24/2023	FanDuel	Winner (ML)	NCAAM	Xavier	Texas	Xavier ML	280	$10.00	Yes	No	Yes		 $ 10.00 	-0.50	26%	 $ 38.00 	 $ 28.00 	 $ -   	 $ -   	
173	3/24/2023	FanDuel	Spread	NCAAM	Xavier	Texas	Xavier +11.5	-118	$15.00	Yes	No	Yes		 $ 15.00 	-1.03	54%	 $ 27.71 	 $ 12.71 	 $ -   	 $ -   	
174	3/24/2023	FanDuel	Winner (ML)	NCAAM	Xavier	Texas	Xavier ML	670	$5.00	Yes	No	Yes		 $ 5.00 	-0.25	13%	 $ 38.50 	 $ 33.50 	 $ -   	 $ -   	
175	3/24/2023	FanDuel	Winner (ML)	NCAAM	Gonzaga	UCLA	UCLA ML	205	$20.00	Yes	No	Yes		 $ 20.00 	-0.63	33%	 $ 61.00 	 $ 41.00 	 $ -   	 $ -   	
176	3/26/2023	FanDuel	Over / Under	NCAAM	Gonzaga	UCONN	Under 156.5	-114	$25.00	Yes	Yes	Yes		 $ 25.00 	0.98	53%	 $ 46.93 	 $ 21.93 	 $ 46.93 	 $ 21.93 	
177	3/26/2023	FanDuel	Winner (ML)	NCAAM	Creighton	San Diego St	Creighton ML	210	$10.00	Yes	No	Yes		 $ 10.00 	-0.62	32%	 $ 31.00 	 $ 21.00 	 $ -   	 $ -   	
178	3/26/2023	FanDuel	Winner (ML)	NCAAM	Miami	Texas	Miami ML	330	$10.00	Yes	Yes	Yes		 $ 10.00 	2.25	23%	 $ 43.00 	 $ 33.00 	 $ 43.00 	 $ 33.00 	
179	3/31/2023	DraftKings	Winner (ML)	NBA 	Lakers	Minnesota	Lakers ML	-110	$10.00	Yes	Yes	Yes		 $ 10.00 	1.00	52%	 $ 19.09 	 $ 9.09 	 $ 19.09 	 $ 9.09 	
180	4/1/2023	DraftKings	Winner (ML)	MLB	Astros	White Sox	White Sox ML	125	$25.00	Yes	No	Yes		 $ 25.00 	-0.85	44%	 $ 56.25 	 $ 31.25 	 $ -   	 $ -   	
181	4/1/2023	FanDuel	Prop	NCAAM	Miami FL	Uconn	Sanogo REB Over 7.5	-132	$20.00	No	Yes	Yes		 $ 20.00 	0.92	57%	 $ 35.15 	 $ 15.15 	 $ 35.15 	 $ 15.15 	
182	4/1/2023	FanDuel	2 Leg Parlay	NCAAM			See Below	135.9	$50.00	No	Yes	Yes		 $ 50.00 	1.24	42%	 $ 117.95 	 $ 67.95 	 $ 117.95 	 $ 67.95 	
	4/1/2023	FanDuel	     Leg	NCAAM	Miami FL	Uconn	Uconn ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	4/1/2023	FanDuel	     Leg	NCAAM	SDSU	FAU	SDSU ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
183	4/1/2023	FanDuel	Winner (ML)	NHL	Dallas Stars	Avalanche	Stars ML	140	$5.00	No	No	Yes		 $ 5.00 	-0.80	42%	 $ 12.00 	 $ 7.00 	 $ -   	 $ -   	
184	4/1/2023	FanDuel	Prop	NCAAM	Final	Four	Over 280.5 pts all games	108	$11.86	No	No	No		 $ 11.86 	-0.92	48%	 $ 24.67 	 $ 12.81 	 $ -   	 $ (11.86)	
185	4/1/2023	FanDuel	Prop	NCAAM	Final	Four	At least 70 pts each half	1660	$5.00	No	No	No		 $ 5.00 	-0.11	6%	 $ 88.00 	 $ 83.00 	 $ -   	 $ (5.00)	
186	4/1/2023	FanDuel	Winner (ML)	NHL	Blackhawks	NJ Devils	Blackhawks ML	265	$10.00	No	No	Yes		 $ 10.00 	-0.52	27%	 $ 36.50 	 $ 26.50 	 $ -   	 $ -   	
187	4/1/2023	FanDuel	Winner (ML)	NHL	Lightning	NY Islanders	Lightning ML	160	$10.00	No	Yes	Yes		 $ 10.00 	1.36	38%	 $ 26.00 	 $ 16.00 	 $ 26.00 	 $ 16.00 	
188	4/1/2023	FanDuel	Over / Under	NCAAM	UCONN	Miami	Under 137.5	-110	$15.00	Yes	Yes	Yes		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
189	3/25/2023	FanDuel	Prop	NCAAM	UCONN	Gonzaga	Julian Strather over 5.5 rebounds	-140	$10.00	No	Yes	Yes		 $ 10.00 	0.90	58%	 $ 17.14 	 $ 7.14 	 $ 17.14 	 $ 7.14 	
190	3/25/2023	FanDuel	Winner (ML)	NCAAM	Kansas State	FAU	Kansas State ML	130	$10.00	Yes	No	Yes		 $ 10.00 	-0.83	43%	 $ 23.00 	 $ 13.00 	 $ -   	 $ -   	
191	3/25/2023	FanDuel	Winner (ML)	NCAAM	Kansas State	FAU	Kansas State ML	132	$15.00	Yes	No	Yes		 $ 15.00 	-0.82	43%	 $ 34.80 	 $ 19.80 	 $ -   	 $ -   	
192	4/2/2023	FanDuel	Prop	MLB	Cincinnati Reds	Pittsburgh Pirates	No Run First Inning	-106	$15.00	No	Yes	Yes		 $ 15.00 	1.02	51%	 $ 29.15 	 $ 14.15 	 $ 29.15 	 $ 14.15 	
193	4/3/2023	FanDuel	Winner (ML)	MLB	Cincinnati Reds	Chicago Cubs	No Run First Inning	-106	$10.00	No	No	Yes		 $ 10.00 	-0.98	51%	 $ 19.43 	 $ 9.43 	 $ -   	 $ -   	
194	4/3/2023	FanDuel	Winner (ML)	MLB	Cincinnati Reds	Chicago Cubs	Cincinnat Reds ML	100	$10.00	No	Yes	Yes		 $ 10.00 	1.05	50%	 $ 20.00 	 $ 10.00 	 $ 20.00 	 $ 10.00 	
195	4/3/2023	FanDuel	Winner (ML)	NCAAM	UCONN	SDSU	UCONN ML and 70+ Pts	150	$20.00	No	Yes	Yes		 $ 20.00 	1.31	40%	 $ 50.00 	 $ 30.00 	 $ 50.00 	 $ 30.00 	
196	4/3/2023	FanDuel	SGP	NCAAM	UCONN	SDSU	Player Pts/Rebounds	303	$15.00	No	Yes	Yes		 $ 15.00 	2.11	25%	 $ 60.45 	 $ 45.45 	 $ 60.45 	 $ 45.45 	
197	4/8/2023	FanDuel	SGP	MLS	FC Cincinnati	Philadelphia Union	Cincy ML and 3.5 over corners	150	$10.00	No	No	Yes		 $ 10.00 	-0.76	40%	 $ 25.00 	 $ 15.00 	 $ -   	 $ -   	
198	4/9/2023	DraftKings	Prop	Golf	Victor Hovland	Masters	Hovland top 5	125	$15.00	Yes	No	No		 $ 15.00 	-0.85	44%	 $ 33.75 	 $ 18.75 	 $ -   	 $ (15.00)	
199	4/9/2023	DraftKings	Winner (ML)	Premier League	Leeds	Crystal Palace	Crystal Palace ML	400	$3.00	Yes	Yes	No		 $ 3.00 	2.62	20%	 $ 15.00 	 $ 12.00 	 $ 15.00 	 $ 12.00 	
200	4/9/2023	FanDuel	Winner (ML)	Golf	Victor Hovland	Masters	Hovland Winner	2000	$3.00	Yes	No	Yes		 $ 3.00 	-0.09	5%	 $ 63.00 	 $ 60.00 	 $ -   	 $ -   	
201	4/9/2023	FanDuel	Prop	Golf	John Rahm	Masters	Rahm Bogey hole 17	200	$2.00	Yes	No	Yes		 $ 2.00 	-0.64	33%	 $ 6.00 	 $ 4.00 	 $ -   	 $ -   	
202	4/9/2023	FanDuel	3 Leg Parlay	MLB			See Below	828	$5.00	No	No	Yes		 $ 5.00 	-0.21	11%	 $ 46.40 	 $ 41.40 	 $ -   	 $ -   	
	4/9/2023	FanDuel	     Leg	MLB	Phillies	Reds	Reds ML			No	No	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	4/9/2023	FanDuel	     Leg	MLB	Pirates	White Sox	White Sox ML			No	No	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	4/9/2023	FanDuel	     Leg	MLB	Astro's	Twins	Twins ML			No	No	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
203	4/9/2023	FanDuel	Prop	MLB	Phillies	Reds	Reds NRFI	-111	$10.00	No	No	Yes		 $ 10.00 	-1.00	53%	 $ 19.01 	 $ 9.01 	 $ -   	 $ -   	
204	4/9/2023	DraftKings	Prop	Golf	Jordan Spieth	Masters	Spieth Top 10	236	$10.00	Yes	Yes	No		 $ 10.00 	1.76	30%	 $ 33.60 	 $ 23.60 	 $ 33.60 	 $ 23.60 	
205	4/9/2023	DraftKings	Prop	Golf	Scottier Sheffler	Masters	Sheffler Top 10	100	$10.00	Yes	No	No		 $ 10.00 	-0.95	50%	 $ 20.00 	 $ 10.00 	 $ -   	 $ (3.50)	*Half Loss, was paid out 5.50
206	4/11/2023	DraftKings	Prop	Champions League	Man City	Bayen Munich	Bayern to advance (Over 2 legs)	170	$15.00	No	No	No		 $ 15.00 	-0.71	37%	 $ 40.50 	 $ 25.50 	 $ -   	 $ (15.00)	
207	4/11/2023	FanDuel	SGP	NBA 	Lakers	Timberwolves	Lakers/Twolve Players	238	$5.00	No	No	Yes		 $ 5.00 	-0.56	30%	 $ 16.90 	 $ 11.90 	 $ -   	 $ -   	
208	4/14/2023	DraftKings	Prop	NBA 	Miami Heat	Chicago Bulls	Max Strus over 27.5	-145	$15.00	Yes	Yes	No		 $ 15.00 	0.89	59%	 $ 25.34 	 $ 10.34 	 $ 25.34 	 $ 10.34 	
209	4/12/2023	DraftKings	Prop	Golf	RBC Heritage		Scottie Scheffler Top 10	105	$10.00	No	No	No		 $ 10.00 	-0.93	49%	 $ 20.50 	 $ 10.50 	 $ -   	 $ (10.00)	
210	4/12/2023	DraftKings	Prop	Golf	RBC Heritage		Collin Morikawa Top 10	200	$10.00	No	No	No		 $ 10.00 	-0.64	33%	 $ 30.00 	 $ 20.00 	 $ -   	 $ (10.00)	
211	4/12/2023	DraftKings	Prop	Golf	RBC Heritage		Justin Thomas Top 10	280	$10.00	No	No	No		 $ 10.00 	-0.50	26%	 $ 38.00 	 $ 28.00 	 $ -   	 $ (10.00)	
212	4/12/2023	DraftKings	Prop	Golf	RBC Heritage		Victor Hovland Winner	2200	$1.00	No	No	No		 $ 1.00 	-0.08	4%	 $ 23.00 	 $ 22.00 	 $ -   	 $ (1.00)	
213	4/12/2023	DraftKings	Prop	Golf	RBC Heritage		Jordan Spieth Winner	2450	$10.00	No	No	No		 $ 10.00 	-0.07	4%	 $ 255.00 	 $ 245.00 	 $ -   	 $ (10.00)	
214	4/12/2023	DraftKings	Spread	NBA 	Chicago Bulls	Toronto Raptors	Bulls +10.5	-125	$30.00	Yes	Yes	No		 $ 30.00 	0.94	56%	 $ 54.00 	 $ 24.00 	 $ 54.00 	 $ 24.00 	
215	4/12/2023	DraftKings	Winner (ML)	NBA 	Chicago Bulls	Toronto Raptors	Bulls ML	450	$20.00	Yes	Yes	No		 $ 20.00 	2.88	18%	 $ 110.00 	 $ 90.00 	 $ 110.00 	 $ 90.00 	
216	4/12/2023	FanDuel	Prop	Golf	RBC Heritage		Scheffler, Spieth, Morikawa Qualify	120	$20.00	No	Yes	No		 $ 20.00 	1.15	45%	 $ 44.00 	 $ 24.00 	 $ 44.00 	 $ 24.00 	
217	4/14/2023	DraftKings	Prop	NBA 	Miami Heat	Chicago Bulls	Demar Derozan over 21.5 points	100	$10.00	Yes	Yes	No		 $ 10.00 	1.05	50%	 $ 20.00 	 $ 10.00 	 $ 20.00 	 $ 10.00 	
218	4/14/2023	DraftKings	Prop	NBA 	Miami Heat	Chicago Bulls	Jimmy Butler over 25.5	-120	$10.00	Yes	Yes	No		 $ 10.00 	0.96	55%	 $ 18.33 	 $ 8.33 	 $ 18.33 	 $ 8.33 	
219	4/14/2023	DraftKings	Prop	NBA 	OKC Thunder	MIN Timberwolves	Karl-Anthony Towns under 31.5	110	$10.00	Yes	Yes	No		 $ 10.00 	1.10	48%	 $ 21.00 	 $ 11.00 	 $ 21.00 	 $ 11.00 	
220	4/15/2023	DraftKings	Winner (ML)	NBA 	GS Warriors	Sacramento Kings	Kings ML	-110	$25.00	No	Yes	No		 $ 25.00 	1.00	52%	 $ 47.73 	 $ 22.73 	 $ 47.73 	 $ 22.73 	
221	4/20/2023	DraftKings	Prop	NBA 	Nets	76ers	Player Points	195	$10.00	No	No	No		 $ 10.00 	-0.65	34%	 $ 29.50 	 $ 19.50 	 $ -   	 $ (10.00)	
222	4/20/2023	FanDuel	Winner (ML)	NBA 	Nets	76ers	76ers ML	200	$5.00	Yes	Yes	No		 $ 5.00 	1.57	33%	 $ 15.00 	 $ 10.00 	 $ 15.00 	 $ 10.00 	
223	4/20/2023	DraftKings	Over / Under	NBA 	Sac Kings	GS Warriors	Under 241	-110	$30.00	No	Yes	No		 $ 30.00 	1.00	52%	 $ 57.27 	 $ 27.27 	 $ 57.27 	 $ 27.27 	
224	4/19/2023	DraftKings	Winner (ML)	NBA 	LA Lakers	Memphis Grizzlies	Lakers ML	140	$20.00	No	No	No		 $ 20.00 	-0.80	42%	 $ 48.00 	 $ 28.00 	 $ -   	 $ (20.00)	
225	4/21/2023	DraftKings	Prop	NBA 	Celtics 	Hawks	Player points and Celtics ML	326	$5.00	No	No	Yes		 $ 5.00 	-0.45	23%	 $ 21.30 	 $ 16.30 	 $ -   	 $ -   	
226	4/22/2023	DraftKings	Winner (ML)	NBA 	Brooklyn Nets	76ers	Nets ML or up 10	105	$10.00	No	Yes	No		 $ 10.00 	1.07	49%	 $ 20.50 	 $ 10.50 	 $ 20.50 	 $ 10.50 	
227	4/22/2023	DraftKings	Winner (ML)	NBA 	Lakers	Grizzlies	Lakers ML or up 10	-190	$25.00	No	Yes	No		 $ 25.00 	0.80	66%	 $ 38.16 	 $ 13.16 	 $ 38.16 	 $ 13.16 	
228	4/23/2023	DraftKings	2 Leg Parlay	NBA 			See Below	175	$10.00	Yes	No	Yes		 $ 10.00 	-0.69	36%	 $ 27.50 	 $ 17.50 	 $ -   	 $ -   	
	4/23/2023	DraftKings	     Leg	NBA 	Knicks	Cavs	Total points over 199.5			Yes	No	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
	4/23/2023	DraftKings	     Leg	NBA 	Knicks	Cavs	Mitchell over 23.5			Yes	No	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
229	4/24/2023	DraftKings	Prop	NBA 	Lakers	Grizzlies	Lebron H2H over Morant	133	$10.00	No	Yes	No		 $ 10.00 	1.22	43%	 $ 23.30 	 $ 13.30 	 $ 23.30 	 $ 13.30 	
230	4/24/2023	DraftKings	Prop	NBA 	Lakers	Grizzlies	Morant H2H over Lebron	102	$10.00	No	No	No		 $ 10.00 	-0.95	50%	 $ 20.20 	 $ 10.20 	 $ -   	 $ (10.00)	
231	4/24/2023	DraftKings	Prop	NBA 	Heat	Bucks	Butler over 41.5	-130	$15.00	Yes	Yes	No		 $ 15.00 	0.93	57%	 $ 26.54 	 $ 11.54 	 $ 26.54 	 $ 11.54 	
232	4/24/2023	DraftKings	SGP	NBA 	Lakers	Grizzlies	7 leg SGP	120	$15.00	No	No	No		 $ 15.00 	-0.87	45%	 $ 33.00 	 $ 18.00 	 $ -   	 $ (15.00)	
233	4/25/2023	DraftKings	Winner (ML)	Premier League	Wolves	Crystal Palace	Crystal Palace ML	270	$15.00	No	No	Yes		 $ 15.00 	-0.52	27%	 $ 55.50 	 $ 40.50 	 $ -   	 $ -   	
234	4/25/2023	DraftKings	Over / Under	Premier League	Wolves	Crystal Palace	Under .5	570	$10.00	No	No	Yes		 $ 10.00 	-0.28	15%	 $ 67.00 	 $ 57.00 	 $ -   	 $ -   	
235	4/25/2023	FanDuel	Prop	NBA 	Celtics	Hawks	Trae Young under 10.5 assists	143	$20.00	No	No	No		 $ 20.00 	-0.79	41%	 $ 48.60 	 $ 28.60 	 $ -   	 $ (20.00)	
236	4/25/2023	DraftKings	Prop	NBA 	Celtics	Hawks	Tatum and Edwards to score 25+	100	$20.00	No	No	No		 $ 20.00 	-0.95	50%	 $ 40.00 	 $ 20.00 	 $ -   	 $ (20.00)	
237	4/26/2023	DraftKings	Winner (ML)	NBA 	Grizzlies	Lakers	Lakers ML	155	$10.00	No	No	No		 $ 10.00 	-0.75	39%	 $ 25.50 	 $ 15.50 	 $ -   	 $ (10.00)	
238	4/27/2023	DraftKings	Prop	NFL	NFL Draft		Jaxon Smith-Nijigba	-185	$30.00	No	No	No		 $ 30.00 	-1.24	65%	 $ 46.22 	 $ 16.22 	 $ -   	 $ (30.00)	
239	4/27/2023	DraftKings	SGP	NBA 	Hawks	Celtics	3 leg SGP	380	$10.00	Yes	No	No		 $ 10.00 	-0.40	21%	 $ 48.00 	 $ 38.00 	 $ -   	 $ (10.00)	
240	4/28/2023	FanDuel	Prop	NBA 	Lakers	Grizzlies	Davis double double and lakers win	100	$25.00	No	Yes	Yes		 $ 25.00 	1.05	50%	 $ 50.00 	 $ 25.00 	 $ 50.00 	 $ 25.00 	
241	4/28/2023	DraftKings	SGP	NBA 	Lakers	Grizzlies	3 Leg SGP	115	$10.00	No	No	Yes		 $ 10.00 	-0.89	47%	 $ 21.50 	 $ 11.50 	 $ -   	 $ -   	
242	4/29/2023	DraftKings	Winner (ML)	Premier League	Crystal Palace	West Hampton	Palace to win	135	$15.00	Yes	Yes	No		 $ 15.00 	1.23	43%	 $ 35.25 	 $ 20.25 	 $ 35.25 	 $ 20.25 	
243	4/29/2023	DraftKings	Over / Under	Premier League	Crystal Palace	West Hampton	West Ham under 1.5 goals	125	$10.00	Yes	No	No		 $ 10.00 	-0.85	44%	 $ 22.50 	 $ 12.50 	 $ -   	 $ (10.00)	
244	4/29/2023	FanDuel	Over / Under	MLB	Athletics	Reds	0 runs NRFI	120	$15.00	No	Yes	No		 $ 15.00 	1.15	45%	 $ 33.00 	 $ 18.00 	 $ 33.00 	 $ 18.00 	
