Bet #	Date	Bookmaker	Bet Type	League	Home Team	Away Team	Bet Placed	Odds	Stake	Live Bet?	Win	Bonus Bet?		 At Risk 	 Normalized Result 	Odds Probability	 Potential Payout 	 Potential Gain 	 Bet Result 		Notes
586	8/31/2023	DraftKings	Spread	NCAAF	NC State	UCONN	State -11.5	-115	$25.00	Yes	No	No		 $ 25.00 	-1.02	53%	 $ 46.74 	 $ 21.74 	 $ -   	 $ (25.00)	
587	9/2/2023	DraftKings	Winner (ML)	Premier League	Everton	Sheffield	Everton ML	135	$10.00	No	No	Yes		 $ 10.00 	-0.81	43%	 $ 23.50 	 $ 13.50 	 $ -   	 $ -   	
588	9/2/2023	DraftKings	Prop	Premier League	Everton	Sheffield	Both teams dont score	-115	$35.00	No	No	No		 $ 35.00 	-1.02	53%	 $ 65.43 	 $ 30.43 	 $ -   	 $ (35.00)	
589	9/2/2023	DraftKings	Winner (ML)	Premier League	Everton	Sheffield	Everton ML	-190	$35.00	Yes	No	No		 $ 35.00 	-1.25	66%	 $ 53.42 	 $ 18.42 	 $ -   	 $ (35.00)	
590	9/2/2023	DraftKings	2 Leg Parlay	Premier League			See Below	-156	$50.00	No	No	No		 $ 50.00 	-1.16	61%	 $ 82.05 	 $ 32.05 	 $ -   	 $ (50.00)	
590	9/2/2023	DraftKings	     Leg	Premier League	Chelsea	Nottingham	Chelsea ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
590	9/2/2023	DraftKings	     Leg	Premier League	Man City	Fulham	City ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
591	9/2/2023	DraftKings	Winner (ML)	NCAAF	Colorado	TCU	Colorado ML	420	$15.00	No	Yes	No		 $ 15.00 	2.72	19%	 $ 78.00 	 $ 63.00 	 $ 78.00 	 $ 63.00 	
592	9/2/2023	DraftKings	Winner (ML)	NCAAF	OSU	Indiana	Indiana ML	16000	$10.00	No	No	No		 $ 10.00 	-0.01	1%	 $ 1,610.00 	 $ 1,600.00 	 $ -   	 $ (10.00)	
593	9/2/2023	DraftKings	Spread	NCAAF	OSU	Indiana	Indiana 20.5	-115	$50.00	Yes	Yes	No		 $ 50.00 	0.98	53%	 $ 93.48 	 $ 43.48 	 $ 93.48 	 $ 43.48 	
594	9/2/2023	DraftKings	Winner (ML)	NCAAF	South Carolina	North Carolina	South Carolina ML	290	$25.00	No	No	No		 $ 25.00 	-0.49	26%	 $ 97.50 	 $ 72.50 	 $ -   	 $ (25.00)	
595	9/3/2023	DraftKings	Prop	Premier League	Palace	Wolves	Wolves Under .5	150	$25.00	No	No	No		 $ 25.00 	-0.76	40%	 $ 62.50 	 $ 37.50 	 $ -   	 $ (25.00)	
596	9/3/2023	DraftKings	Winner (ML)	Premier League	Palace	Wolves	Palace ML	-110	$50.00	Yes	Yes	No		 $ 50.00 	1.00	52%	 $ 95.45 	 $ 45.45 	 $ 95.45 	 $ 45.45 	
597	9/3/2023	DraftKings	Winner (ML)	Premier League	Arsenal	Man United	Arsenal ML	-135	$15.00	No	Yes	No		 $ 15.00 	0.91	57%	 $ 26.11 	 $ 11.11 	 $ 26.11 	 $ 11.11 	
598	9/3/2023	DraftKings	Over / Under	Premier League	Arsenal	Man United	Under 2.5 Goals	-140	$20.00	No	No	No		 $ 20.00 	-1.11	58%	 $ 34.29 	 $ 14.29 	 $ -   	 $ (20.00)	
599	9/3/2023	DraftKings	Winner (ML)	MLB	Reds	Cubs	reds ML	110	$54.00	Yes	No	No		 $ 54.00 	-0.91	48%	 $ 113.40 	 $ 59.40 	 $ -   	 $ (54.00)	
600	9/3/2023	DraftKings	3 Leg Parlay	Tennis			See Below	164	$50.00	No	Yes	No		 $ 50.00 	1.38	38%	 $ 132.00 	 $ 82.00 	 $ 132.00 	 $ 82.00 	
600	9/3/2023	DraftKings	     Leg	Tennis	Tiafoe	Hijikata	Tiafoe ML 			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
600	9/3/2023	DraftKings	     Leg	Tennis	Coco gauff	Wozniacki	COCO ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
600	9/3/2023	DraftKings	     Leg	NCAAF	Oregon St	San Jose ST	Oregon State -14.5			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
601	9/3/2023	DraftKings	SGP	NCAAF	LSU	Florida ST	LSU -1.5, Over 49.5 Rushing yards	532	$20.00	No	No	No		 $ 20.00 	-0.30	16%	 $ 126.40 	 $ 106.40 	 $ -   	 $ (20.00)	
602	9/3/2023	DraftKings	Winner (ML)	NCAAF	LSU	Florida ST	LSU ML	180	$25.00	Yes	No	No		 $ 25.00 	-0.68	36%	 $ 70.00 	 $ 45.00 	 $ -   	 $ (25.00)	
603	9/3/2023	DraftKings	Spread	NCAAF	LSU	Florida ST	LSU -2	110	$25.00	No	No	No		 $ 25.00 	-0.91	48%	 $ 52.50 	 $ 27.50 	 $ -   	 $ (25.00)	
604	9/5/2023	DraftKings	Winner (ML)	Tennis	US 	Open	Shelton ML	172	$25.00	Yes	Yes	No		 $ 25.00 	1.42	37%	 $ 68.00 	 $ 43.00 	 $ 68.00 	 $ 43.00 	
605	9/7/2023	DraftKings	Prop	NFL	Chiefs	Lions	Mahomes 1 completion	100	$50.00	No	Yes	No		 $ 50.00 	1.05	50%	 $ 100.00 	 $ 50.00 	 $ 100.00 	 $ 50.00 	
606	9/7/2023	DraftKings	Winner (ML)	NFL	Chiefs	Lions	Chiefs ML (Up 7 early win)	-205	$21.00	No	Yes	No		 $ 21.00 	0.78	67%	 $ 31.24 	 $ 10.24 	 $ 31.24 	 $ 10.24 	
607	9/7/2023	DraftKings	Prop	NFL	Chiefs	Lions	Shortest touchdown over 1.5	135	$10.00	No	No	No		 $ 10.00 	-0.81	43%	 $ 23.50 	 $ 13.50 	 $ -   	 $ (10.00)	
608	9/7/2023	DraftKings	2 Leg Parlay	Tennis			See Below	106	$15.00	No	Yes	No		 $ 15.00 	1.08	49%	 $ 30.90 	 $ 15.90 	 $ 30.90 	 $ 15.90 	
608	9/7/2023	DraftKings	     Leg	Tennis	US 	Open	COCO ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
608	9/7/2023	DraftKings	     Leg	Tennis	US 	Open	Sabalenka ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
609	9/8/2023	DraftKings	Spread	NCAAF	Indiana	Indiana St	Indiana ST +30.5	-110	$15.00	No	No	No		 $ 15.00 	-1.00	52%	 $ 28.64 	 $ 13.64 	 $ -   	 $ (15.00)	
610	9/8/2023	DraftKings	Prop	NCAAF	Indiana	Indiana St	Indiana ST O 5.5	-140	$30.00	No	Yes	No		 $ 30.00 	0.90	58%	 $ 51.43 	 $ 21.43 	 $ 51.43 	 $ 21.43 	
611	9/8/2023	DraftKings	Winner (ML)	Tennis	US 	Open	Shelton ML	850	$10.00	No	No	No		 $ 10.00 	-0.20	11%	 $ 95.00 	 $ 85.00 	 $ -   	 $ (10.00)	
612	9/8/2023	DraftKings	Prop	Tennis	US 	Open	Shelton to hold serve 1 set	-295	$30.00	Yes	Yes	No		 $ 30.00 	0.70	75%	 $ 40.17 	 $ 10.17 	 $ 40.17 	 $ 10.17 	
613	9/8/2023	DraftKings	Winner (ML)	Tennis	US 	Open	Alcaraz ML	145	$15.00	Yes	No	No		 $ 15.00 	-0.78	41%	 $ 36.75 	 $ 21.75 	 $ -   	 $ (15.00)	
614	9/9/2023	DraftKings	Spread	NCAAF	Baylor	Utah	Utah -6.5	-115	$30.00	No	Yes	No		 $ 30.00 	0.98	53%	 $ 56.09 	 $ 26.09 	 $ 56.09 	 $ 26.09 	
615	9/9/2023	DraftKings	Over / Under	NCAAF	Colorado	Nebraska	Under 56.5	-110	$15.00	No	Yes	No		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
616	9/9/2023	DraftKings	Winner (ML)	NCAAF	Baylor	Utah	Utah ML	135	$15.00	Yes	Yes	No		 $ 15.00 	1.23	43%	 $ 35.25 	 $ 20.25 	 $ 35.25 	 $ 20.25 	
617	9/9/2023	DraftKings	Winner (ML)	Tennis	US 	Open	Sabalenka ML	-256	$25.00	Yes	No	No		 $ 25.00 	-1.37	72%	 $ 34.77 	 $ 9.77 	 $ -   	 $ (25.00)	
618	9/9/2023	DraftKings	Winner (ML)	Tennis	US 	Open	Sabalenka ML	-135	$15.00	Yes	No	No		 $ 15.00 	-1.10	57%	 $ 26.11 	 $ 11.11 	 $ -   	 $ (15.00)	
619	9/9/2023	DraftKings	Prop	NCAAF	Alabama	Texas	Ewers Over 245.5	130	$25.00	No	Yes	No		 $ 25.00 	1.20	43%	 $ 57.50 	 $ 32.50 	 $ 57.50 	 $ 32.50 	
620	9/9/2023	DraftKings	Winner (ML)	NCAAF	Alabama	Texas	Texas ML	135	$15.00	Yes	Yes	No		 $ 15.00 	1.23	43%	 $ 35.25 	 $ 20.25 	 $ 35.25 	 $ 20.25 	
621	9/9/2023	DraftKings	Prop	Other	CS	GO	Heroic ML	-125	$50.00	No	Yes	No		 $ 50.00 	0.94	56%	 $ 90.00 	 $ 40.00 	 $ 90.00 	 $ 40.00 	
622	9/9/2023	DraftKings	Prop	Other	CS	GO	Ence ML	-125	$50.00	No	Yes	No		 $ 50.00 	0.94	56%	 $ 90.00 	 $ 40.00 	 $ 90.00 	 $ 40.00 	
623	9/9/2023	DraftKings	Prop	Other	CS	GO	Heroic ML	-125	$50.00	No	No	No		 $ 50.00 	-1.06	56%	 $ 90.00 	 $ 40.00 	 $ -   	 $ (50.00)	
624	9/9/2023	DraftKings	Prop	Other	CS	GO	MIBR ML	-125	$50.00	No	Yes	No		 $ 50.00 	0.94	56%	 $ 90.00 	 $ 40.00 	 $ 90.00 	 $ 40.00 	
625	9/9/2023	DraftKings	Prop	Other	CS	GO	Big ML	-125	$50.00	No	No	No		 $ 50.00 	-1.06	56%	 $ 90.00 	 $ 40.00 	 $ -   	 $ (50.00)	
626	9/14/2023	FanDuel	Over / Under	NFL	Vikings	Eagles	Over 48.5 pts	131	$25.00	No	Yes	No		 $ 25.00 	1.21	43%	 $ 57.75 	 $ 32.75 	 $ 57.75 	 $ 32.75 	
627	9/16/2023	FanDuel	Spread	NCAAF	Florida	Tennessee	Tennessee -6.5	137	$15.00	No	No	No		 $ 15.00 	-0.81	42%	 $ 35.55 	 $ 20.55 	 $ -   	 $ (15.00)	
628	9/21/2023	FanDuel	Spread	NFL	49ers	Giants	49ers -10.5	143	$25.00	No	Yes	No		 $ 25.00 	1.27	41%	 $ 60.75 	 $ 35.75 	 $ 60.75 	 $ 35.75 	
629	9/23/2023	FanDuel	Winner (ML)	NCAAF	Notre Dame	Ohio State	Ohio State ML	-125	$20.00	No	Yes	No		 $ 20.00 	0.94	56%	 $ 36.00 	 $ 16.00 	 $ 36.00 	 $ 16.00 	
630	9/24/2023	FanDuel	SGP	NFL	Jets	Patriots	Pats ML, cook 25, Hall 25, Jones 1td, wilson 25	525	$10.00	No	No	No		 $ 10.00 	-0.31	16%	 $ 62.50 	 $ 52.50 	 $ -   	 $ (10.00)	
631	9/24/2023	FanDuel	Winner (ML)	NFL	Raiders	Steelers	Raiders ML	230	$10.00	No	No	Yes		 $ 10.00 	-0.58	30%	 $ 33.00 	 $ 23.00 	 $ -   	 $ -   	
632	9/28/2023	FanDuel	SGP	NCAAF	Packers	Lions	Love 200+, Packers +23.5	286	$20.00	No	Yes	No		 $ 20.00 	2.02	26%	 $ 77.20 	 $ 57.20 	 $ 77.20 	 $ 57.20 	
633	9/29/2023	FanDuel	Winner (ML)	NCAAF	NC State	Louisville	NC State ML	-130	$20.00	No	No	No		 $ 20.00 	-1.08	57%	 $ 35.38 	 $ 15.38 	 $ -   	 $ (20.00)	
634	9/29/2023	FanDuel	Winner (ML)	MLB	Reds	Cardinals	Reds ML	137	$20.00	No	Yes	No		 $ 20.00 	1.24	42%	 $ 47.40 	 $ 27.40 	 $ 47.40 	 $ 27.40 	
635	9/30/2023	FanDuel	Spread	NCAAF	Colorado	USC	USC -12.5	116	$15.00	No	Yes	No		 $ 15.00 	1.13	46%	 $ 32.40 	 $ 17.40 	 $ 32.40 	 $ 17.40 	
636	9/30/2023	FanDuel	SGP	NCAAF	Duke	Notre Datme	Hartman 200, 1td, ND ML	120	$15.00	No	No	No		 $ 15.00 	-0.87	45%	 $ 33.00 	 $ 18.00 	 $ -   	 $ (15.00)	
637	9/30/2023	FanDuel	4+ Parlay	NCAAF			See Below	254	$20.00	No	Yes	No		 $ 20.00 	1.85	28%	 $ 70.81 	 $ 50.81 	 $ 70.81 	 $ 50.81 	
637	9/30/2023	FanDuel	     Leg	NCAAF	Northwestern	Penn State	Penn State ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Colorado	USC	USC ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Texas	Kansas	Texas ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Nebraska	Michigan	Michigan ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Auburn	Georgia	Georgia ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Stanford	Oregon	Oregon ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Oklahoma	Iowa State	Oklahoma ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Duke	Notre Dame	Notre Dame ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
637	9/30/2023	FanDuel	     Leg	NCAAF	Arizona	Washington	Washington ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
638	10/1/2023	FanDuel	Prop	NFL	Jags	Falcons	Lawrence over 34.5 attempts	-114	$10.00	No	No	No		 $ 10.00 	-1.02	53%	 $ 18.77 	 $ 8.77 	 $ -   	 $ (10.00)	
639	10/1/2023	FanDuel	SGP	NFL	Jags	Falcons	Larence 200, over 23.5, lawrence 40 rush	256	$15.00	No	Yes	No		 $ 15.00 	1.86	28%	 $ 53.41 	 $ 38.41 	 $ 53.41 	 $ 38.41 	
640	10/1/2023	FanDuel	SGP	NFL	Bengals	Titans	Burrow 225, mixon 50, chase 80	110	$15.00	No	No	No		 $ 15.00 	-0.91	48%	 $ 31.50 	 $ 16.50 	 $ -   	 $ (15.00)	
641	10/1/2023	FanDuel	SGP	NFL	Cowboys	Pats	Dak 225, cowbys -3.5, lamb 50, zeke 25	195	$15.00	No	No	No		 $ 15.00 	-0.65	34%	 $ 44.25 	 $ 29.25 	 $ -   	 $ (15.00)	
642	10/1/2023	FanDuel	SGP	NFL	Jets	Chiefs	Mahomes 225, chiefs ml, kelce 60	115	$15.00	No	No	No		 $ 15.00 	-0.89	47%	 $ 32.25 	 $ 17.25 	 $ -   	 $ (15.00)	
643	10/2/2023	FanDuel	SGP	NFL	Seahawks	Giants	walker 40, locket 25, smith 200, dk 40	163	$15.00	No	No	No		 $ 15.00 	-0.73	38%	 $ 39.45 	 $ 24.45 	 $ -   	 $ (15.00)	
644	10/5/2023	FanDuel	SGP	NFL	Washington	Chicago	Terry 40, 3, over 32.5, fields 200	302	$15.00	No	Yes	No		 $ 15.00 	2.10	25%	 $ 60.23 	 $ 45.23 	 $ 60.23 	 $ 45.23 	
645	10/5/2023	FanDuel	Prop	NFL	Commanders	Falcons	Brian 40, DJ moore 40	200	$15.00	No	No	No		 $ 15.00 	-0.64	33%	 $ 45.00 	 $ 30.00 	 $ -   	 $ (15.00)	
646	10/7/2023	FanDuel	Winner (ML)	NCAAF	Texas	Oklahoma	Texas ML	-143	$10.00	No	No	No		 $ 10.00 	-1.12	59%	 $ 16.99 	 $ 6.99 	 $ -   	 $ (10.00)	
647	10/7/2023	FanDuel	4+ Parlay	NCAAF			See Below	135	$25.00	No	No	No		 $ 25.00 	-0.81	43%	 $ 58.75 	 $ 33.75 	 $ -   	 $ (25.00)	
647	10/7/2023	FanDuel	     Leg	NCAAF	Ohio State	Maryland	OSU ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
647	10/7/2023	FanDuel	     Leg	NCAAF	Florida State	Va Tech	FSU ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
647	10/7/2023	FanDuel	     Leg	NCAAF	Mississippi	Arkansas	MISS ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
647	10/7/2023	FanDuel	     Leg	NCAAF	Minnesota	Michigan	Michigan ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
647	10/7/2023	FanDuel	     Leg	NCAAF	Miami	Ga Tech	Miami ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
647	10/7/2023	FanDuel	     Leg	NCAAF	USC	Arizona	USC ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
648	10/8/2023	FanDuel	SGP	NFL	Cardinals	Bengals	Burrow 200, chase 60, mixon 40	115	$20.00	No	Yes	No		 $ 20.00 	1.13	46%	 $ 43.05 	 $ 23.05 	 $ 43.05 	 $ 23.05 	
649	10/8/2023	FanDuel	SGP	NFL	49ers	Cowboys	lamb 40, cmc 2, dak 200, purdy 200, tony 25	183	$20.00	No	No	No		 $ 20.00 	-0.67	35%	 $ 56.60 	 $ 36.60 	 $ -   	 $ (20.00)	
650	10/9/2023	FanDuel	SGP	NFL	Raiders	Packers	Meyers 252, love 200, watson 25	143	$20.00	No	No	No		 $ 20.00 	-0.79	41%	 $ 48.60 	 $ 28.60 	 $ -   	 $ (20.00)	
651	10/12/2023	FanDuel	SGP	NFL	Chiefs	Broncos	Chiefs ML, Mahomes 200, Pacheco 40, Kelce 25, over 28.5	-105	$15.00	No	No	No		 $ 15.00 	-0.98	51%	 $ 29.29 	 $ 14.29 	 $ -   	 $ (15.00)	
652	10/12/2023	FanDuel	4+ Parlay	NCAAF			See Below	165	$25.00	No	No	No		 $ 25.00 	-0.72	38%	 $ 66.25 	 $ 41.25 	 $ -   	 $ (25.00)	
652	10/12/2023	FanDuel	     Leg	NCAAF	Coloardo	Stanford	Colorado ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
652	10/12/2023	FanDuel	     Leg	NCAAF	Alabama	Arkansas	Alabama ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
652	10/12/2023	FanDuel	     Leg	NCAAF	Purdue	Ohio State	Ohio State ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
652	10/12/2023	FanDuel	     Leg	NCAAF	Vanderbilt	Georgia	Georgia ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
652	10/12/2023	FanDuel	     Leg	NCAAF	Utah	California	Utah ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
652	10/12/2023	FanDuel	     Leg	NCAAF	LSU	Auburn	LSU ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
653	10/16/2023	FanDuel	SGP	NFL	Chargers	Cowboys	Herbert 200, allen 40, lamb 40, ekeler 25	111	$25.00	No	Yes	No		 $ 25.00 	1.10	47%	 $ 52.67 	 $ 27.67 	 $ 52.67 	 $ 27.67 	
654	10/19/2023	FanDuel	SGP	NFL	Saints	Jaguars	Kamara 2+, Under 54.5, Ridley 25+, Saints +7.5	131	$20.00	No	No	No		 $ 20.00 	-0.83	43%	 $ 46.20 	 $ 26.20 	 $ -   	 $ (20.00)	
655	10/19/2023	FanDuel	Winner (ML)	NCAAF	Ohio State	Penn State	Ohio State ML	-130	$25.00	No	Yes	No		 $ 25.00 	0.93	57%	 $ 44.25 	 $ 19.25 	 $ 44.25 	 $ 19.25 	
656	10/23/2023	FanDuel	SGP	NFL	Vikings	49ers	Cousins 200, aiyuk 40, CMC 25, Addison 40	208	$20.00	No	Yes	No		 $ 20.00 	1.61	32%	 $ 61.60 	 $ 41.60 	 $ 61.60 	 $ 41.60 	
657	10/26/2023	FanDuel	SGP	NFL	Bills	Bucs	Allen 200, Evans 25, Diggs 50, Cook 25	126	$25.00	No	Yes	No		 $ 25.00 	1.18	44%	 $ 56.50 	 $ 31.50 	 $ 56.50 	 $ 31.50 	
658	10/28/2023	FanDuel	4+ Parlay	NCAAF			See Below	178	$25.00	No	No	No		 $ 25.00 	-0.69	36%	 $ 69.50 	 $ 44.50 	 $ -   	 $ (25.00)	
658	10/28/2023	FanDuel	     Leg	NCAAF	Kansas	Oklahoma	Oklahoma ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	Penn State	Indiana	Penn State ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	Wake Forest	Florida State	Florida State ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	Notre Dame	Pittsburgh	Notre Dame ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	California	USC	USC ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	Stanford	Washington	Washington ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
658	10/28/2023	FanDuel	     Leg	NCAAF	Wisconsin	Ohio State	OSU ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
659	10/29/2023	FanDuel	SGP	NFL	Bengals	49ers	Burrow 200 and CMC td	100	$20.00	No	Yes	No		 $ 20.00 	1.05	50%	 $ 40.00 	 $ 20.00 	 $ 40.00 	 $ 20.00 	
660	10/29/2023	FanDuel	4+ Parlay	NFL			See Below	155	$20.00	No	No	No		 $ 20.00 	-0.75	39%	 $ 51.00 	 $ 31.00 	 $ -   	 $ (20.00)	
660	10/29/2023	FanDuel	     Leg	NFL	Commanders	Eagles	Eagles ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
660	10/29/2023	FanDuel	     Leg	NFL	Dolphins	Pats	Dolphins ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
660	10/29/2023	FanDuel	     Leg	NFL	Cardinals	Ravens	Ravens ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
660	10/29/2023	FanDuel	     Leg	NFL	Broncos	Chiefs	Chiefs ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
661	11/5/2023	FanDuel	SGP	NFL	Bengals	Bills	Mixon 25, Bengals ML, boyd 2 receptions	217	$15.00	No	Yes	No		 $ 15.00 	1.66	32%	 $ 47.52 	 $ 32.52 	 $ 47.52 	 $ 32.52 	
662	11/6/2023	FanDuel	4+ Parlay	NCAAM			See Below	189	$25.00	No	No	No		 $ 25.00 	-0.66	35%	 $ 72.25 	 $ 47.25 	 $ -   	 $ (25.00)	
662	11/6/2023	FanDuel	     Leg	NCAAM	Georgia	Oregon	Oregon ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
662	11/6/2023	FanDuel	     Leg	NCAAM	Purdue	Samford	Purdue ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
662	11/6/2023	FanDuel	     Leg	NCAAM	Xavier	Robert Morris	Xavier ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
662	11/6/2023	FanDuel	     Leg	NCAAM	Michigan State	James Madison	Michigan State ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
662	11/6/2023	FanDuel	     Leg	NCAAM	Kansas State	USC	USC ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
663	11/8/2023	FanDuel	2 Leg Parlay	NCAAF			See Below	102	$15.00	No	Yes	No		 $ 15.00 	1.06	50%	 $ 30.30 	 $ 15.30 	 $ 30.30 	 $ 15.30 	
663	11/8/2023	FanDuel	     Leg	NCAAF	Loyola	Florida Atlantic	Florida Atlantic ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
663	11/8/2023	FanDuel	     Leg	NCAAF	Mississippi St	Arizona St	Mississippi ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
664	10/25/2023	FanDuel	Over / Under	NBA 	Nuggets	Grizzlies	Under 221.5	182	$2.00	No	Yes	No		 $ 2.00 	1.48	35%	 $ 5.64 	 $ 3.64 	 $ 5.64 	 $ 3.64 	
665	10/27/2023	FanDuel	Over / Under	NBA 	Mavericks	Spurs	Over 231.5	183	$2.33	No	Yes	No		 $ 2.33 	1.48	35%	 $ 6.59 	 $ 4.26 	 $ 6.59 	 $ 4.26 	
666	11/20/2023	DraftKings	Spread	NCAAM			CSU Bakersfield +3	-108	$25.00	No	Yes	No		 $ 25.00 	1.01	52%	 $ 48.15 	 $ 23.15 	 $ 48.15 	 $ 24.76 	
667	11/20/2023	DraftKings	Spread	NCAAM			Stony Brook -2	-110	$25.00	No	Yes	No		 $ 25.00 	1.00	52%	 $ 47.73 	 $ 22.73 	 $ 47.73 	 $ 22.73 	
668	11/20/2023	DraftKings	Spread	NCAAM			Bucknell -2.5	-100	$25.00	No	Yes	No		 $ 25.00 	1.05	50%	 $ 50.00 	 $ 25.00 	 $ 50.00 	 $ 25.00 	
669	11/20/2023	DraftKings	Spread	NCAAM			Florida A&M +20.5	-110	$25.00	No	Yes	No		 $ 25.00 	1.00	52%	 $ 47.73 	 $ 22.73 	 $ 47.73 	 $ 22.73 	
670	11/20/2023	DraftKings	Spread	NCAAM			SC St +17.5	-110	$25.00	No	No	No		 $ 25.00 	-1.00	52%	 $ 47.73 	 $ 22.73 	 $ -   	 $ (25.00)	
671	11/20/2023	DraftKings	Spread	NCAAM			Green Bay +11	-110	$25.00	No	Yes	No		 $ 25.00 	1.00	52%	 $ 47.73 	 $ 22.73 	 $ 47.73 	 $ 22.73 	
672	11/20/2023	DraftKings	Spread	NCAAM			San Diego -6.5	-112	$25.00	No	Yes	No		 $ 25.00 	0.99	53%	 $ 47.32 	 $ 22.32 	 $ 47.32 	 $ 22.32 	
673	11/20/2023	DraftKings	Spread	NCAAM			Miss Valley St +26.5	-110	$25.00	No	No	No		 $ 25.00 	-1.00	52%	 $ 47.73 	 $ 22.73 	 $ -   	 $ (25.00)	
674	11/20/2023	DraftKings	4+ Parlay	NCAAM			See NCAAM Above: 	17548	$1.00	No	No	No		 $ 1.00 	-0.01	1%	 $ 176.48 	 $ 175.48 	 $ -   	 $ (1.00)	
675	11/19/2023	DraftKings	Spread	NCAAM			Grambling +27.5	105	$25.00	No	No	No		 $ 25.00 	-0.93	49%	 $ 51.25 	 $ 26.25 	 $ -   	 $ (25.00)	
676	11/19/2023	DraftKings	Spread	NCAAM			Tenn Tech +12	-105	$25.00	No	Yes	No		 $ 25.00 	1.02	51%	 $ 48.81 	 $ 23.81 	 $ 48.81 	 $ 23.81 	
677	11/19/2023	DraftKings	Spread	NCAAM			Quinnipac -5.5	-110	$25.00	No	No	No		 $ 25.00 	-1.00	52%	 $ 47.73 	 $ 22.73 	 $ -   	 $ (25.00)	
